A1100a,A1100b,A1100c,D1100a,D1100b,D1100c
-7.3735194,-7.3735194,-7.3735194,5.5157943,-7.3735194,-7.3735194
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,11.908392
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
15.72286,15.831059,15.67433,0,0,0
14.988108,15.015458,15.031184,0,12.031701,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,12.288866,0,0,0,0
-6.889603,-6.889603,-6.889603,-6.889603,-6.889603,-6.889603
-7.2120504,-7.2120504,-7.2120504,-7.2120504,-7.2120504,-7.2120504
0,0,0,0,0,0
12.368506,12.477252,12.115044,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
16.69679,16.765247,16.745792,15.572493,15.5557575,15.616203
-14.356352,-14.356352,-14.356352,-14.356352,-14.356352,-14.356352
0,13.963076,13.009479,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
15.425839,15.361191,15.297561,13.074642,13.106399,13.267226
0,0,0,0,0,0
12.880922,13.721953,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
13.491979,13.429407,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,14.385054,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
15.1618,14.862153,15.078859,12.718319,0,12.681897
13.064911,12.837825,12.864186,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
15.721741,15.574298,15.6199045,0,13.958372,13.955379
0,0,0,0,0,0
-7.543234,-7.543234,-7.543234,-7.543234,-7.543234,-7.543234
0,0,0,0,0,0
0,0,0,0,0,0
14.065836,12.321646,13.298779,0,0,0
0,12.722168,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-7.8025227,-7.8025227,-7.8025227,-7.8025227,-7.8025227,-7.8025227
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
11.916253,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-7.225348,-7.225348,-7.225348,-7.225348,-7.225348,-7.225348
0,0,0,0,0,0
0,0,0,0,0,0
14.082565,0,0,14.174926,14.035057,0
13.223097,13.3130245,12.907454,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
13.139231,13.16632,13.069786,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-7.5684156,-7.5684156,-7.5684156,-7.5684156,-7.5684156,-7.5684156
0,0,0,13.251778,0,14.104435
0,0,0,0,0,0
0,12.810773,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12.65955,11.956375,11.963258,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12.959096,12.932215,0,0,0,0
-6.9221563,-6.9221563,-6.9221563,-6.9221563,-6.9221563,-6.9221563
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,12.250002,12.218564,0,0,0
0,0,0,0,0,0
13.87181,13.856523,0,0,0,0
0,0,0,12.775199,12.83743,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12.965243,12.9710045,12.995768,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,11.877668,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,12.490098,0,0,0,0
14.777461,14.753687,14.590938,14.927593,14.923282,14.859243
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
14.21394,14.255915,13.531746,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12.512741,12.432803,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
13.785657,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-13.451228,-13.451228,-13.451228,-13.451228,-13.451228,-13.451228
0,0,0,0,12.814983,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,12.899168,13.024794,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-6.4020653,-6.4020653,5.9945393,6.5052013,6.594761,6.523675
0,0,0,0,0,0
0,0,11.833285,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7.6268387,7.5957937,7.5490932,7.613225,7.7255983,7.703678
0,0,0,0,0,0
13.158767,0,13.917279,14.06002,13.965424,14.059768
0,0,0,0,0,0
0,0,0,0,0,0
-7.070974,-7.070974,-7.070974,-7.070974,-7.070974,-7.070974
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,11.846665,11.907266,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-6.4979715,-6.4979715,-6.4979715,-6.4979715,-6.4979715,-6.4979715
0,0,0,0,0,0
0,0,0,0,0,0
-13.589369,-13.589369,-13.589369,-13.589369,-13.589369,-13.589369
-13.411017,-13.411017,-13.411017,-13.411017,-13.411017,-13.411017
0,0,0,0,0,0
-13.673382,-13.673382,-13.673382,-13.673382,-13.673382,-13.673382
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,12.994884,13.036517
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-7.0960693,-7.0960693,-7.0960693,-7.0960693,6.1463604,-7.0960693
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-6.9990306,-6.9990306,-6.9990306,-6.9990306,-6.9990306,-6.9990306
-6.995362,-6.995362,-6.995362,-6.995362,-6.995362,-6.995362
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12.042685,11.930367,11.843921,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,12.366595
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-7.142376,-7.142376,-7.142376,-7.142376,-7.142376,-7.142376
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,12.424166,12.564864
0,0,0,0,0,0
0,0,0,0,0,0
-6.8265343,-6.8265343,-6.8265343,-6.8265343,-6.8265343,-6.8265343
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,13.37694,0
0,0,0,0,0,0
-6.630827,-6.630827,-6.630827,-6.630827,-6.630827,-6.630827
13.8969,13.948732,13.883026,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
16.854649,16.70674,16.901184,20.478924,20.445847,0
0,0,0,0,0,0
0.036577225,-0.13241005,-0.073467255,-0.7683048,-0.6923876,-0.9642477
17.008482,17.002222,16.97831,20.268188,20.272293,20.241388
0,14.465502,0,0,0,19.81311
0,16.34296,14.451662,0,19.684883,19.650562
16.265615,16.090857,16.475733,17.743462,17.739788,17.960783
0,14.719924,0,17.593945,17.598038,17.732027
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,17.088934,17.166672,17.10553
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,15.08709,14.964476,15.156202
0,0,0,0,0,0
25.997034,26.028038,26.031227,0,25.02541,0
23.494669,23.507654,23.501602,21.562845,21.493696,21.499956
22.972515,23.039413,23.029442,21.438465,21.457176,21.446651
0,0,0,24.154444,0,24.132061
1.7183628,1.7157211,1.7204247,-22.62765,3.527731,3.5309868
24.176622,0,24.173553,22.302477,22.270624,0
25.759678,25.778988,25.777514,24.294403,24.284594,24.279177
24.279902,24.27496,0,23.08897,23.08131,23.230223
21.69464,22.539553,22.563923,20.954123,20.644512,20.994593
25.999996,26.029467,26.027988,25.043951,25.023941,25.025396
9.848179,9.882385,-15.103821,8.98731,8.980864,8.9710865
21.059193,21.08474,21.061338,18.033783,18.002655,18.000341
0,23.013384,22.994825,20.921167,20.894161,20.88488
22.197077,22.20018,22.194857,21.418152,21.401934,21.413631
24.548248,24.585344,24.595844,23.516102,23.517717,23.50712
22.428194,22.43866,22.428207,24.327059,24.332922,24.33373
0,0,0,0,0,0
21.017494,21.041441,21.018955,18.012733,17.98723,18.00616
19.881542,19.91668,19.880844,16.451017,16.397942,16.41452
19.540188,19.599789,19.579985,17.539522,17.4691,17.480434
17.422377,17.423855,17.428818,0,0,0
18.623032,18.736254,18.700775,0,0,15.54436
20.268024,20.232862,20.244019,22.381231,22.370377,22.38162
18.170277,18.241568,18.216803,16.158827,16.070204,15.827987
20.438797,20.502262,20.463345,18.12091,18.110529,18.137457
0,17.004011,17.110209,0,0,0
18.87144,18.88607,18.81774,23.009563,23.014412,23.001102
0,19.863522,19.866812,19.70999,0,19.66167
21.097208,21.123512,21.120026,19.169664,19.18382,0
4.403015,4.4147243,4.427809,4.8950043,4.898546,4.899933
-14.690926,-14.690926,6.303253,5.2358837,5.613119,5.290594
0,0,0,24.155825,0,24.132051
0,0,0,0,0,18.256332
19.054398,19.091715,18.998783,0,17.023972,16.894415
19.95154,19.953747,19.929064,0,18.400175,0
0,0,0,0,0,0
23.309862,23.294588,0,0,0,0
18.176363,0,18.189945,0,0,14.345474
21.93673,21.918705,21.922525,19.139154,18.490965,19.158264
18.502823,0,18.553814,0,16.559795,16.307486
0,21.548365,0,18.440573,18.370878,18.42378
0,0,0,0,0,0
16.774181,16.47066,16.41075,19.11581,19.193342,19.107826
0,0,0,0,0,0
20.18856,0,0,20.980003,20.960928,20.927324
0,0,0,0,0,0
16.482477,0,16.298994,0,0,0
16.617453,16.86951,16.801973,0,0,0
0,0,0,0,0,0
23.460585,23.478783,23.489431,0,22.820324,22.800806
20.662445,0,0,0,0,18.175755
21.781733,21.826185,21.818382,20.750061,20.73358,20.721085
22.638794,22.66471,22.665838,21.780289,21.7567,21.77058
0,0,0,18.034166,18.15463,18.117262
16.224434,16.189245,0,0,0,0
17.176582,17.26324,0,0,0,15.118211
20.0759,20.116726,20.080114,18.357994,18.38702,18.366611
20.085009,20.083931,20.107286,22.751759,22.75705,22.753933
21.525385,21.536297,21.543274,19.128796,18.937906,19.147243
20.503933,20.513632,20.50834,19.35766,19.33021,0
21.078241,21.130163,21.1104,18.84969,18.799946,18.883686
17.191378,17.305286,17.178188,0,0,0
15.99612,16.08796,16.000572,0,0,0
20.235996,20.245592,20.224894,17.654453,17.470396,17.675606
-18.448818,-18.448818,4.80188,-18.448818,4.697485,-18.448818
-0.10650444,-0.2254734,-0.28024483,-0.565567,-0.6470394,-0.59119797
19.530092,0,0,19.124874,19.12728,19.082783
20.553465,20.622509,20.638226,18.308615,18.290073,0
19.812292,19.889538,19.835749,18.015627,0,17.821674
19.084593,19.053814,19.05037,21.06649,21.081915,21.0834
18.176382,18.226097,18.04121,0,20.588238,20.58092
15.692344,15.562988,15.783919,0,0,0
15.360333,15.51342,15.627904,0,0,0
20.809086,20.843569,20.779192,18.876436,0,0
17.633116,17.572567,17.547165,0,0,0
0,0,0,0,0,0
18.805605,0,18.808867,0,0,20.74067
2.2649345,-18.449806,-18.449806,2.6814098,2.666523,2.6668434
20.438423,20.46115,20.46521,16.984129,17.29252,18.128881
19.078745,19.123943,19.110487,21.794226,21.833895,21.818419
0,16.750431,0,0,0,0
18.315353,18.384235,18.335138,16.252277,16.188665,16.704903
4.603901,4.5904446,-15.346964,-15.346964,-15.346964,-15.346964
17.743816,17.05576,16.98543,0,0,0
21.175688,21.213434,21.188456,19.438063,19.401413,19.405397
20.254814,20.202747,0,0,0,0
18.054583,17.995678,17.994005,0,0,0
0,17.465654,0,20.632542,20.646254,20.610966
0,0,0,0,0,0
0,0,0,0,0,0
0,20.486021,20.494444,0,0,0
0,0,0,17.066982,18.17625,0
0,22.422815,0,22.339647,22.410587,0
0,0,0,0,0,0
19.283642,19.225107,19.315136,13.762175,0,0
0,0,0,18.607038,18.666384,18.496859
0,0,0,0,0,0
19.306814,19.29378,19.260479,17.442457,17.515577,17.585043
20.69069,20.702112,20.706886,0,0,0
0,21.761978,0,0,0,0
20.154963,20.124813,0,0,0,0
19.767796,19.730661,19.722538,0,0,17.994911
0,0,17.370712,0,0,0
20.42609,20.432951,20.386816,17.834255,17.75276,18.003523
15.474372,15.648245,15.707358,0,0,0
20.592932,20.611221,20.613523,18.470758,18.47497,17.54046
16.106993,16.035637,16.169847,0,0,0
0,0,21.054916,18.479296,18.450598,18.461208
19.872608,19.87229,19.871431,21.580929,21.609734,21.612877
17.747807,17.774485,17.77667,21.065947,21.034124,21.06677
16.10427,16.185398,16.109749,0,0,0
0,0,0,0,0,0
16.350143,16.332596,16.212875,19.882956,19.911028,19.902382
0,0,0,18.43316,0,0
0,0,0,0,0,0
0,0,0,21.09889,21.11953,21.107264
20.507084,20.497953,20.528454,18.748585,18.84839,0
15.289551,15.276814,15.30624,0,0,0
17.989052,17.974785,17.960093,20.442812,20.469158,20.468811
19.390232,19.357168,19.328634,17.732836,17.547195,17.515862
20.548206,20.563803,20.552744,18.989544,18.971117,18.841902
14.778231,14.7289295,14.682502,21.772898,21.787392,21.789045
21.251488,21.238802,21.247997,0,19.25389,19.193357
16.21432,16.25899,0,0,0,0
1.5484352,1.6094551,1.5588703,3.4313068,3.4246845,3.4311733
15.762434,15.627762,15.563436,14.921004,14.718104,0
19.038078,19.487326,18.998005,17.880726,0,17.876768
1.59021,1.6235199,1.6035995,2.3980656,2.3782978,2.4230309
16.12503,16.0819,16.068525,19.665716,19.691135,19.69889
19.186146,19.127203,19.175156,0,0,0
16.343342,16.45121,16.426085,21.659271,21.655436,21.663237
17.482927,17.35982,17.492033,0,0,0
20.782396,0,20.784801,19.12218,19.090427,19.047262
0,0,16.788363,0,0,0
0,0,0,0,0,0
18.557972,18.595648,0,20.370825,20.395208,20.366394
19.496357,19.476286,19.4551,21.61082,21.567448,21.598658
17.310099,17.264288,17.326517,0,0,0
0,0,0,17.984919,17.950048,17.97922
16.706022,16.73693,16.660442,0,14.579198,0
15.400646,15.343498,15.249335,0,0,0
15.315787,15.174145,15.223775,21.297596,21.321692,21.313732
19.043522,19.007406,19.021538,0,16.406404,0
16.033165,16.161604,16.271608,0,0,0
0,18.632793,0,0,0,0
19.09759,19.124056,19.08023,17.951654,17.925966,17.940819
17.597818,17.56829,17.628738,15.490695,15.565251,0
20.294277,20.30078,20.281122,0,0,0
14.736561,16.06548,15.837505,0,0,0
17.423674,17.313158,17.305555,19.750149,19.807276,19.794767
20.446634,20.466772,20.499708,18.09415,18.102146,16.853065
-22.08514,-22.08514,-22.08514,-22.08514,-22.08514,-22.08514
0,0,0,0,0,0
16.773668,15.4723425,16.885565,16.633762,16.558584,16.086903
0,0,0,0,0,0
0,19.285192,19.235199,18.756086,18.704144,0
2.4657784,2.5156765,2.4792576,4.4487915,4.432188,4.4412746
0,0,0,0,0,0
19.195044,19.167427,0,0,0,0
18.274223,18.210367,18.279547,20.858015,20.89846,20.872541
0,0,0,0,0,0
18.655724,18.72767,18.737938,0,16.862238,0
0,0,0,0,0,0
16.611645,16.441566,16.506819,20.468966,20.482628,20.467543
19.810242,19.87714,19.829792,16.49312,15.955627,0
15.281206,15.296091,15.011795,0,0,0
17.29575,17.348806,17.286097,20.312078,20.303633,20.291618
0,0,0,0,0,0
0,0,0,0,0,0
15.82697,15.425413,15.530132,18.027323,18.107048,18.021984
0,15.721633,15.615485,0,0,0
0,0,0,0,0,21.007797
18.909225,18.867462,18.897163,0,15.993978,16.933828
17.64508,16.600843,17.609985,17.379742,17.58298,16.366236
20.8166,20.752968,20.823816,19.409367,19.467505,19.433136
17.928963,17.940187,17.971891,18.702267,18.705933,18.734686
16.703821,16.58527,16.637629,20.057184,20.08087,20.036808
0,0,0,0,0,0
20.408604,20.445011,20.46466,18.621283,17.410177,18.494577
0,21.761978,0,0,0,0
19.895634,19.921825,19.926348,0,0,0
19.114426,19.19644,19.185968,17.212914,17.146091,17.14786
19.847712,19.917786,19.91526,0,18.846745,18.843727
21.337837,21.340988,21.358116,20.608618,20.618382,20.6005
19.985598,0,19.961279,18.961311,18.926146,18.89727
20.018307,20.02126,20.014587,0,0,15.34544
19.941467,19.927153,19.90088,0,0,0
4.475931,4.49366,4.504093,4.9713345,-16.91001,4.975832
18.185228,17.972773,0,0,0,0
3.7731724,3.7518559,3.759491,4.083473,4.080868,4.090994
0,17.443632,0,0,0,0
0,0,17.457027,0,0,0
17.406305,15.426331,17.309086,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
18.690401,18.660532,16.148476,0,0,0
-5.932123,-4.365822,-4.346716,-5.1324215,-5.905572,-5.1850653
14.501277,15.520588,0,0,0,0
0,0,0,0,0,0
15.410153,15.802239,15.015895,17.370117,17.540007,17.453705
15.468402,15.445532,15.426855,0,0,0
15.76914,15.392719,15.540158,18.763733,18.830257,18.764496
0,0,0,0,0,0
0,0,0,19.028967,19.177628,18.997187
20.252913,20.278759,20.271957,18.293566,17.582495,18.15365
20.890234,20.85771,20.842169,21.694653,21.706596,21.688828
0,14.792536,0,0,0,0
0,0,0,0,0,0
0,19.886799,19.878054,17.710968,0,17.671694
18.8116,18.756752,18.76586,0,0,0
0,0,24.17491,22.30221,22.269054,0
0,0,14.674248,0,0,0
16.85843,0,0,18.888268,18.923864,18.85534
0,0,18.971212,0,0,0
17.49952,17.595629,17.58706,0,0,16.335197
19.68845,19.659174,19.7005,0,0,17.667562
0,0,0,0,0,0
0,0,0,0,0,0
0,0,18.34817,18.833168,18.814398,18.865074
14.726964,0,14.344989,0,0,0
19.956615,20.006569,19.973064,18.015808,17.978588,17.979504
0,17.868359,17.749987,20.282593,0,20.28444
0,0,0,0,0,0
0,15.529675,15.120846,0,0,0
-21.477852,-21.477852,-5.97139,-5.412878,-5.7707357,-21.477852
0,0,0,0,0,0
0,0,0,0,0,0
19.883297,19.856438,19.858837,0,16.486553,0
0,0,0,0,0,0
18.621605,18.653069,18.678152,20.692383,20.68463,20.681036
19.705221,19.720745,19.755774,0,0,0
-6.389139,-6.5294466,-6.137124,-6.0701733,-6.3350544,-21.61118
-6.6646023,-6.59274,-6.376914,-6.53444,-6.4591866,-21.538046
16.726337,16.881292,15.686473,0,0,0
0,0,0,0,0,0
-17.32599,-17.32599,-17.32599,-17.32599,-17.32599,-17.32599
15.405241,15.363622,15.429635,18.407707,18.529171,18.547153
19.665567,0,0,0,0,0
0,0,0,0,0,0
18.921257,18.906118,18.82563,19.924456,19.955637,19.982025
18.16095,0,18.177687,20.367023,20.384075,20.349285
0,0,0,19.911148,19.932106,19.927505
20.164873,20.1464,20.157309,18.15821,18.142935,18.104307
-21.219812,-21.219812,-21.219812,-21.219812,-21.219812,-21.219812
0,0,0,0,0,0
0,15.270295,0,19.263115,19.166164,19.219204
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,20.519005,20.545513,0
-21.409828,-21.409828,-21.409828,-21.409828,-21.409828,-21.409828
0,0,0,0,0,0
18.492205,18.408346,18.367462,0,20.34451,0
0,0,0,0,0,0
16.00187,0,15.30944,20.013332,19.999662,20.015293
18.827467,18.8536,18.89906,21.000866,21.00511,21.010439
0,0,0,0,0,0
0,0,19.468346,17.057907,0,0
18.24188,18.316923,18.198963,0,0,0
0,0,0,15.87944,0,0
17.550514,17.466188,17.698257,19.912178,0,19.913252
0,0,17.724888,0,0,0
17.994652,18.06661,18.016237,0,16.061666,0
0,0,0,0,0,0
0,19.90677,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,18.106537,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
16.702147,16.654495,16.695133,18.84747,18.840643,18.828728
0,0,0,20.411282,20.41712,20.40028
0,0,0,0,0,0
0,0,0,0,17.986835,16.909037
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
18.745861,0,0,21.020115,0,0
0,14.799737,0,0,20.39812,0
16.371199,0,0,14.390908,0,0
0,0,0,0,0,0
24.420147,24.41963,24.28917,23.242382,23.23475,23.08946
0,18.731243,18.726318,19.710562,20.002724,20.015924
17.454828,17.274324,17.40123,14.785146,14.947682,0
19.303995,19.194366,19.232786,0,0,17.549515
0,0,0,0,0,0
15.391579,0,0,17.641495,17.586092,17.663252
0,0,0,0,0,0
17.10059,16.970297,16.866941,0,0,0
0,0,0,0,0,0
15.050147,15.356762,14.883454,18.896133,18.885946,18.832376
25.595036,25.632318,25.635902,24.376629,24.37008,24.37683
0,0,0,19.27236,0,19.23788
0,0,0,17.51943,17.34666,17.730412
0,0,0,17.716316,19.023127,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
18.752771,18.628658,18.744282,0,0,0
15.220001,15.170903,15.101894,19.655722,19.647697,19.620474
0,19.356464,19.305857,17.100355,0,17.219198
19.488655,0,0,0,0,0
0,0,0,0,0,0
17.220274,18.08483,18.303696,19.78116,19.774242,19.773954
19.808016,19.805916,19.76852,17.929651,17.883312,17.77038
0,0,0,20.679285,19.98997,20.641544
14.631234,14.957601,14.698705,17.892803,0,17.858175
0,0,16.940462,17.003584,16.304298,16.193237
18.086256,18.07023,18.061646,0,14.618615,0
0,0,16.587381,0,17.727736,17.61903
19.050983,19.028147,19.01899,19.939112,19.946383,19.943216
19.884357,19.89458,19.841314,0,0,0
0,0,0,0,0,0
0,0,15.205373,0,0,0
0.14487267,-19.999716,0.2104454,0.06687164,0.043136597,-19.999716
19.387869,19.354687,19.354807,20.920511,20.950556,20.941841
17.224567,17.218554,0,15.324638,0,16.555607
0,0,0,0,0,0
0,0,0,17.424536,17.55798,17.542261
17.54418,0,0,0,0,0
0,0,0,0,0,0
16.509018,0,16.068674,0,14.748927,0
0,0,0,0,0,0
18.936108,18.948002,18.973896,0,16.193352,16.214415
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,18.197044
0,0,0,0,0,0
0,16.433504,16.4633,0,0,0
-5.987158,-20.619585,-5.704359,-20.619585,-5.4690847,-20.619585
18.829336,18.965,18.847078,0,0,0
16.912374,16.574888,16.82888,20.262684,20.26529,20.243023
1.7321949,1.7413387,1.761406,3.7024803,3.720375,3.7063446
0,0,0,0,0,0
18.329306,18.386347,18.390211,0,16.697605,16.860409
0,0,0,0,0,0
19.090904,0,19.187395,0,0,0
0,0,0,0,0,0
0,14.540794,14.463971,0,0,0
0,0,0,0,0,0
0,18.676157,0,0,0,0
14.70006,14.677389,14.717247,0,0,0
0,0,0,20.552004,20.581736,20.564533
0,0,0,0,0,0
0,0,0,18.434038,18.411156,18.278503
17.11137,17.161417,0,15.650632,0,0
19.076477,19.06918,19.038717,0,0,0
19.67169,19.682425,0,0,0,0
16.999317,0,0,0,0,15.410285
19.993345,19.878086,19.925545,18.071558,0,18.161024
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
18.001316,0,19.590511,0,0,14.625767
0,0,0,0,0,0
0,14.73365,15.95726,18.61423,18.636246,18.611763
